clip,clasa,window_id,unghi_cot_0,unghi_umar_0,unghi_sold_0,unghi_genunchi_0,unghi_cot_1,unghi_umar_1,unghi_sold_1,unghi_genunchi_1,unghi_cot_2,unghi_umar_2,unghi_sold_2,unghi_genunchi_2,unghi_cot_3,unghi_umar_3,unghi_sold_3,unghi_genunchi_3,unghi_cot_4,unghi_umar_4,unghi_sold_4,unghi_genunchi_4,unghi_cot_5,unghi_umar_5,unghi_sold_5,unghi_genunchi_5,unghi_cot_6,unghi_umar_6,unghi_sold_6,unghi_genunchi_6,unghi_cot_7,unghi_umar_7,unghi_sold_7,unghi_genunchi_7,unghi_cot_8,unghi_umar_8,unghi_sold_8,unghi_genunchi_8,unghi_cot_9,unghi_umar_9,unghi_sold_9,unghi_genunchi_9,unghi_cot_10,unghi_umar_10,unghi_sold_10,unghi_genunchi_10,unghi_cot_11,unghi_umar_11,unghi_sold_11,unghi_genunchi_11,unghi_cot_12,unghi_umar_12,unghi_sold_12,unghi_genunchi_12,unghi_cot_13,unghi_umar_13,unghi_sold_13,unghi_genunchi_13,unghi_cot_14,unghi_umar_14,unghi_sold_14,unghi_genunchi_14,unghi_cot_15,unghi_umar_15,unghi_sold_15,unghi_genunchi_15,unghi_cot_16,unghi_umar_16,unghi_sold_16,unghi_genunchi_16,unghi_cot_17,unghi_umar_17,unghi_sold_17,unghi_genunchi_17,unghi_cot_18,unghi_umar_18,unghi_sold_18,unghi_genunchi_18,unghi_cot_19,unghi_umar_19,unghi_sold_19,unghi_genunchi_19,unghi_cot_20,unghi_umar_20,unghi_sold_20,unghi_genunchi_20,unghi_cot_21,unghi_umar_21,unghi_sold_21,unghi_genunchi_21,unghi_cot_22,unghi_umar_22,unghi_sold_22,unghi_genunchi_22,unghi_cot_23,unghi_umar_23,unghi_sold_23,unghi_genunchi_23,unghi_cot_24,unghi_umar_24,unghi_sold_24,unghi_genunchi_24,unghi_cot_25,unghi_umar_25,unghi_sold_25,unghi_genunchi_25,unghi_cot_26,unghi_umar_26,unghi_sold_26,unghi_genunchi_26,unghi_cot_27,unghi_umar_27,unghi_sold_27,unghi_genunchi_27,unghi_cot_28,unghi_umar_28,unghi_sold_28,unghi_genunchi_28,unghi_cot_29,unghi_umar_29,unghi_sold_29,unghi_genunchi_29
1.mp4,hips too high,0,171.69478660599592,111.65070570274978,85.61286642145583,135.16605117475007,172.24031694821176,105.09479309011058,93.38849773368065,134.91502042410733,172.58536736141085,100.87109632370476,95.70326037658742,131.00929189386164,171.93944245519899,98.07930989290492,105.49027017451029,139.26204972697974,171.44767337236271,96.89470345995971,114.62092318821684,154.04307911583632,170.53856448035668,95.25287491387985,118.19056420695749,158.4241202037762,169.75577480262757,93.70143868784703,121.71991576107851,161.98180161432248,169.40513112467664,91.83912126370029,124.71733715988366,164.30770399227845,168.44937395571398,89.4536215601263,129.0638095359712,168.90328946350985,167.9266189439814,90.32560272280489,129.8237868982554,172.32848199637937,167.01014636099563,90.26056244123384,130.19060839841472,173.1500621443029,165.74526275871355,89.93463307269468,132.36775284596038,170.787440986139,163.59121911875846,89.33830575583636,131.92031318153929,169.72789686921223,159.68249406506334,88.44930951164463,131.41401533594393,170.12946873775715,155.892652862659,87.82817836511401,131.8418530854276,170.83616630755574,150.9956888794732,82.46642951089706,135.5482650073642,170.77183389210705,147.47297810799822,81.93625823776665,131.53690141687548,163.27514990304476,145.60553753710394,79.72619548404475,133.8693938952507,165.40463013223302,143.17181222325442,78.81538766161339,133.14834035666078,165.77186348692996,140.02087681134697,75.41531465352625,136.21116308948004,168.04667720998833,136.4984244712579,72.43529978805458,137.40924075588606,169.13580395266862,130.73461251619284,69.33009844691583,133.2682429632155,162.9673993925741,129.02492981377267,67.20154990478147,135.22442476399613,165.4862568735923,125.01080052153287,63.849359275839106,135.561083515729,165.04435737617283,119.75429734518669,59.16671120080872,133.76900982968706,160.34537259827974,110.35784210007068,51.30080417918498,132.89894428212864,157.83765676391707,106.59526110911558,46.79936702841769,133.37211990155302,158.51224379508835,102.5820096713409,42.37989464898237,135.41837308963633,161.1807654730067,97.73174746817075,38.47211306373748,135.87285093139283,163.12735702565243,98.2925528184988,38.64359120124408,135.71026588821744,163.11566051201564
1.mp4,hips too high,1,150.9956888794732,82.46642951089706,135.5482650073642,170.77183389210705,147.47297810799822,81.93625823776665,131.53690141687548,163.27514990304476,145.60553753710394,79.72619548404475,133.8693938952507,165.40463013223302,143.17181222325442,78.81538766161339,133.14834035666078,165.77186348692996,140.02087681134697,75.41531465352625,136.21116308948004,168.04667720998833,136.4984244712579,72.43529978805458,137.40924075588606,169.13580395266862,130.73461251619284,69.33009844691583,133.2682429632155,162.9673993925741,129.02492981377267,67.20154990478147,135.22442476399613,165.4862568735923,125.01080052153287,63.849359275839106,135.561083515729,165.04435737617283,119.75429734518669,59.16671120080872,133.76900982968706,160.34537259827974,110.35784210007068,51.30080417918498,132.89894428212864,157.83765676391707,106.59526110911558,46.79936702841769,133.37211990155302,158.51224379508835,102.5820096713409,42.37989464898237,135.41837308963633,161.1807654730067,97.73174746817075,38.47211306373748,135.87285093139283,163.12735702565243,98.2925528184988,38.64359120124408,135.71026588821744,163.11566051201564,96.51866886688815,37.690052684743364,135.1674064717955,162.8905684020397,97.98153576379639,38.748788965420545,135.14953236213702,163.54682224794993,102.11939837803665,42.58081429374761,134.83390154668848,164.40637122455774,105.85887413581055,46.04064401859114,135.29333874528277,167.76757215794353,116.20873616214476,56.21255122003072,135.70238829680935,169.26809814080727,122.59902381239633,64.22685241949438,133.47418812357395,169.44759004640807,131.4439335848489,70.05486701450207,133.98999630054308,166.06509258405316,136.80521611701928,76.68751478673045,126.42087149173486,159.84542284064835,142.52955930893228,81.64409312828991,126.04523849119236,160.76645038518626,147.38883950292114,86.91609146220418,122.84362938655781,160.94827719537784,149.73985628806284,85.19327310428986,127.33903778642151,163.0363102380358,153.16950363160706,84.68242903784198,129.32442058205996,162.33635271249526,155.15571499256717,85.9341304221158,131.72781308937968,166.926286505589,158.2629217768347,86.64228472912816,122.21430512966384,159.51360615258832,160.85390184802677,87.35781139835933,121.39419102595022,157.61918306865638
1.mp4,hips too high,2,96.51866886688815,37.690052684743364,135.1674064717955,162.8905684020397,97.98153576379639,38.748788965420545,135.14953236213702,163.54682224794993,102.11939837803665,42.58081429374761,134.83390154668848,164.40637122455774,105.85887413581055,46.04064401859114,135.29333874528277,167.76757215794353,116.20873616214476,56.21255122003072,135.70238829680935,169.26809814080727,122.59902381239633,64.22685241949438,133.47418812357395,169.44759004640807,131.4439335848489,70.05486701450207,133.98999630054308,166.06509258405316,136.80521611701928,76.68751478673045,126.42087149173486,159.84542284064835,142.52955930893228,81.64409312828991,126.04523849119236,160.76645038518626,147.38883950292114,86.91609146220418,122.84362938655781,160.94827719537784,149.73985628806284,85.19327310428986,127.33903778642151,163.0363102380358,153.16950363160706,84.68242903784198,129.32442058205996,162.33635271249526,155.15571499256717,85.9341304221158,131.72781308937968,166.926286505589,158.2629217768347,86.64228472912816,122.21430512966384,159.51360615258832,160.85390184802677,87.35781139835933,121.39419102595022,157.61918306865638,163.1043804914139,87.76724155162083,121.14437602880903,156.58838498356394,165.29805341267425,87.8033999105366,113.93162589728809,140.7494576545316,168.08234868493923,86.82523830164774,101.73825254695967,122.26327711216368,170.03029941206222,84.56176926648457,109.89399440394419,130.0022508623845,170.91984327038935,85.53025315007906,110.44735775990897,132.89585556521368,171.5994321939343,86.01797104513733,112.96148015717091,141.08202852725645,171.87127810272588,87.86152779139314,112.60233042155902,144.99097974771084,172.12557393680396,88.82012624206033,120.86222037332944,152.31747874777938,173.68566203705763,90.41708365188578,124.51608070146023,159.22705343233818,173.86042558738103,91.31970314696503,122.80752943355056,159.15384818719184,173.6873861772671,91.32300154490213,121.34083282464812,158.2455347877864,173.538414387399,91.07774924730512,121.02751163897918,156.96364666202157,173.43195185004316,90.78851466349249,120.54954319303728,155.75440645458986,173.37056434463221,90.31353003621518,119.23284074716983,152.95897687369472,173.25426933657874,89.92852549281758,116.1375228057143,148.0856596934074
10.mp4,hips too high,0,149.7199448672368,50.61190998279746,138.3877544698314,170.9100055893072,154.79287996769466,53.78338255328542,133.30466493885777,157.73425040176252,151.5635101145816,53.794433315277004,132.937443731707,162.1289303552388,153.08261824675085,54.32624938661457,131.06327815699785,159.97661372240296,157.41364353253408,56.907607297649264,130.8555302888455,159.34287979221662,158.23795720431784,57.83448254002074,133.2037022292975,161.0519586471372,159.13236995737833,57.86643859739766,133.72458351075727,159.78404015846468,152.98321563954212,54.40594251802474,133.18138076878293,156.5971939846917,154.38201123734842,55.61544803290263,132.4645607339139,156.90331478875413,157.2683568760932,57.27017727883673,131.54444063524872,157.1563685310427,155.22277822251135,55.57440655570491,131.69950684768006,158.28753651444546,151.89423910518877,54.282396049477384,132.77225396126664,158.5656916859858,149.2586841146807,52.197186530938524,131.94040511066578,157.1905211420425,148.9869329829843,51.0840887770303,131.30512790163124,156.46544427693823,148.8208857785098,50.02849999757333,131.65299422868833,156.75955304984188,147.43057684898145,48.36247511775443,132.0587623039056,157.0033572783012,147.9554071412977,47.9681000250867,133.14628715521798,158.01025845361744,148.1516133208167,48.1678336540307,133.08585506379862,157.95438562745443,149.07415396389268,48.78544695864424,132.93447060237162,157.7169466388234,148.82547064033113,48.436689242519364,132.97433483794399,157.9990549682547,148.72512587109455,48.426633850107514,132.76263055042622,158.13505364091282,149.25195673714666,48.69732675151948,132.63350636119068,157.93090446653034,146.48332180319628,46.68040946128357,132.94667445936187,157.958812196112,144.20984949494854,44.77683156303996,133.4032687198595,158.39956940255064,143.21050159330545,43.47190830163885,134.19460592577556,158.7588166305982,142.5445273888345,42.39753188348495,134.9504576698195,159.10201108786782,143.22909169903866,42.534777551941836,135.62610274783597,159.5933660027624,143.77437695837807,43.06345571318286,135.70858324275164,159.83666861605425,144.17715849233645,43.48177474558623,135.7873529554,159.9495744497058,144.6495376100322,43.861726758974996,135.96487361935658,160.03527057332184
10.mp4,hips too high,1,147.43057684898145,48.36247511775443,132.0587623039056,157.0033572783012,147.9554071412977,47.9681000250867,133.14628715521798,158.01025845361744,148.1516133208167,48.1678336540307,133.08585506379862,157.95438562745443,149.07415396389268,48.78544695864424,132.93447060237162,157.7169466388234,148.82547064033113,48.436689242519364,132.97433483794399,157.9990549682547,148.72512587109455,48.426633850107514,132.76263055042622,158.13505364091282,149.25195673714666,48.69732675151948,132.63350636119068,157.93090446653034,146.48332180319628,46.68040946128357,132.94667445936187,157.958812196112,144.20984949494854,44.77683156303996,133.4032687198595,158.39956940255064,143.21050159330545,43.47190830163885,134.19460592577556,158.7588166305982,142.5445273888345,42.39753188348495,134.9504576698195,159.10201108786782,143.22909169903866,42.534777551941836,135.62610274783597,159.5933660027624,143.77437695837807,43.06345571318286,135.70858324275164,159.83666861605425,144.17715849233645,43.48177474558623,135.7873529554,159.9495744497058,144.6495376100322,43.861726758974996,135.96487361935658,160.03527057332184,145.0405777312601,44.13252886398559,136.14734637651307,160.21622452586624,145.506764145997,44.385660991259996,136.52600268866865,160.19992374515866,145.74842760478757,44.44349178836574,136.67661752746002,160.12317429103575,145.9378028560016,44.31234697887373,136.8985682015808,159.8762963218989,148.33777243665617,46.16101584243741,136.77216829215902,159.54219272048996,150.43639926967498,47.231982738851286,136.79411677379989,159.11266649212493,151.8988358290917,48.14577152885546,136.69757987397188,159.01202805904606,151.75226274438063,48.155277236234134,136.6244457993607,158.9564378325532,152.45558333452544,48.61228533360533,136.52335253733588,158.9522443444574,152.7981640413938,49.36486587100089,136.39777117256924,158.89440545664363,152.85448606405438,49.94660880472539,136.38115969852723,158.98171494473254,152.58167313596888,49.87171086667713,136.49097130110377,159.20802478023603,152.32326646902092,49.727153680588984,136.59071944804424,159.45641474144108,152.45345114609984,49.37304269960557,136.5942515435929,159.3654838959496,152.8025376561824,49.50969108027358,136.48311772528314,159.24073255347048
10.mp4,hips too high,2,145.0405777312601,44.13252886398559,136.14734637651307,160.21622452586624,145.506764145997,44.385660991259996,136.52600268866865,160.19992374515866,145.74842760478757,44.44349178836574,136.67661752746002,160.12317429103575,145.9378028560016,44.31234697887373,136.8985682015808,159.8762963218989,148.33777243665617,46.16101584243741,136.77216829215902,159.54219272048996,150.43639926967498,47.231982738851286,136.79411677379989,159.11266649212493,151.8988358290917,48.14577152885546,136.69757987397188,159.01202805904606,151.75226274438063,48.155277236234134,136.6244457993607,158.9564378325532,152.45558333452544,48.61228533360533,136.52335253733588,158.9522443444574,152.7981640413938,49.36486587100089,136.39777117256924,158.89440545664363,152.85448606405438,49.94660880472539,136.38115969852723,158.98171494473254,152.58167313596888,49.87171086667713,136.49097130110377,159.20802478023603,152.32326646902092,49.727153680588984,136.59071944804424,159.45641474144108,152.45345114609984,49.37304269960557,136.5942515435929,159.3654838959496,152.8025376561824,49.50969108027358,136.48311772528314,159.24073255347048,152.5069321771158,49.63301299186912,136.34716146768284,159.09949408780676,152.8883499493725,49.37313224059421,136.153542182483,158.93619488052832,152.8874577909222,49.30094801444063,136.20785304373914,158.9282528244352,154.35672588834578,50.141970654223975,136.07420744384063,158.82340567698697,155.29999270091687,50.408697774054886,135.75077607445374,158.67257396236806,157.34574987480505,51.887251880174105,135.29280551098174,158.32445041177766,160.41491265108178,54.33241483643826,134.616772729545,157.9013104149228,161.6381965142831,54.917118840429254,134.42949364429484,157.7556107589799,162.22740548329395,55.03932212364277,134.21633462393365,157.86199980617047,162.3598136138009,55.06615167669991,134.04129765661952,157.81105119658733,162.12495377144145,55.03785006986764,134.0723679660085,157.8891094238955,160.29226225796742,53.724885718353335,134.19246349382902,158.05162447263965,159.4224521800426,53.29144202887088,134.2252909757232,158.17367241513946,157.77481641265058,52.36672001481839,134.26240938045163,158.31379083357828,156.62104894473316,51.65605486613271,134.14370104821825,158.29559878254244
10.mp4,hips too high,3,152.5069321771158,49.63301299186912,136.34716146768284,159.09949408780676,152.8883499493725,49.37313224059421,136.153542182483,158.93619488052832,152.8874577909222,49.30094801444063,136.20785304373914,158.9282528244352,154.35672588834578,50.141970654223975,136.07420744384063,158.82340567698697,155.29999270091687,50.408697774054886,135.75077607445374,158.67257396236806,157.34574987480505,51.887251880174105,135.29280551098174,158.32445041177766,160.41491265108178,54.33241483643826,134.616772729545,157.9013104149228,161.6381965142831,54.917118840429254,134.42949364429484,157.7556107589799,162.22740548329395,55.03932212364277,134.21633462393365,157.86199980617047,162.3598136138009,55.06615167669991,134.04129765661952,157.81105119658733,162.12495377144145,55.03785006986764,134.0723679660085,157.8891094238955,160.29226225796742,53.724885718353335,134.19246349382902,158.05162447263965,159.4224521800426,53.29144202887088,134.2252909757232,158.17367241513946,157.77481641265058,52.36672001481839,134.26240938045163,158.31379083357828,156.62104894473316,51.65605486613271,134.14370104821825,158.29559878254244,155.69415243270356,50.944431186227916,134.17464743090494,158.29511870409854,155.39988497710954,50.68018383613586,133.973888078438,158.16738276833576,153.1884802267743,49.287852149513924,134.5337797950825,158.58221918030284,149.40599075851804,47.392859083414386,135.15686083061834,158.88638416914597,149.04768366721052,46.894551665362584,136.07278252142925,159.25391878176035,147.21565012467246,45.575612776051976,136.44575838727255,159.30616703893207,148.56860331624023,46.74983995750964,136.63578174659207,158.51177239471951,150.42741341037384,47.27446893654907,136.788074194408,158.16101565692523,149.7496302934987,46.61909448683787,136.9719987641816,158.18781018273654,149.03970617422627,45.747065661503086,137.17601437266057,158.4972670927751,150.5429323203016,46.08075949414063,137.31951892351424,158.1494332155225,151.07347600664454,45.60542998187288,137.39798863632546,158.1630808550549,151.0844245045352,45.60547090137832,137.45869023083483,158.06802478319366,153.5023210079599,47.021723321905434,137.46017143075358,158.3071057615919,151.31820117572423,46.0665181282989,137.37288985251467,158.39289190151536
10.mp4,hips too high,4,155.69415243270356,50.944431186227916,134.17464743090494,158.29511870409854,155.39988497710954,50.68018383613586,133.973888078438,158.16738276833576,153.1884802267743,49.287852149513924,134.5337797950825,158.58221918030284,149.40599075851804,47.392859083414386,135.15686083061834,158.88638416914597,149.04768366721052,46.894551665362584,136.07278252142925,159.25391878176035,147.21565012467246,45.575612776051976,136.44575838727255,159.30616703893207,148.56860331624023,46.74983995750964,136.63578174659207,158.51177239471951,150.42741341037384,47.27446893654907,136.788074194408,158.16101565692523,149.7496302934987,46.61909448683787,136.9719987641816,158.18781018273654,149.03970617422627,45.747065661503086,137.17601437266057,158.4972670927751,150.5429323203016,46.08075949414063,137.31951892351424,158.1494332155225,151.07347600664454,45.60542998187288,137.39798863632546,158.1630808550549,151.0844245045352,45.60547090137832,137.45869023083483,158.06802478319366,153.5023210079599,47.021723321905434,137.46017143075358,158.3071057615919,151.31820117572423,46.0665181282989,137.37288985251467,158.39289190151536,149.98076222132275,45.856194217075284,136.9624155550089,158.33549622222412,149.07645104476677,45.53368447491959,136.93218286925926,158.13504636411866,150.73785952013256,46.845441943528776,136.4912406049674,158.1043696163635,151.80760127977615,47.92958008124393,136.60415115080815,158.19932829605125,152.55981234642536,48.414107472393205,136.62324947897582,158.5537664232951,152.81915280850245,48.714032634718016,136.70550773676354,158.88048010200959,153.58772510480935,48.89423513647792,136.68238052424906,158.89149943004645,153.57939112341631,49.00544193277836,136.6307069214395,158.81323310493786,152.6993623981841,49.14888630600099,136.57416391578195,158.6889746499888,152.32703777730404,49.20747801873916,136.2307562348916,158.949147920032,151.94256173448548,49.3610741833915,135.75416872203908,159.1354613265286,152.3785312414535,49.72783991511731,135.63786062518798,159.01729888992546,151.99482152104142,49.33491627108224,135.33931147550675,158.34412519814813,151.45582361995264,48.85037215338147,135.41803986603455,158.2117012600604,152.49959620453924,49.02631460754547,134.77720841557877,158.41142194179628
10.mp4,hips too high,5,149.98076222132275,45.856194217075284,136.9624155550089,158.33549622222412,149.07645104476677,45.53368447491959,136.93218286925926,158.13504636411866,150.73785952013256,46.845441943528776,136.4912406049674,158.1043696163635,151.80760127977615,47.92958008124393,136.60415115080815,158.19932829605125,152.55981234642536,48.414107472393205,136.62324947897582,158.5537664232951,152.81915280850245,48.714032634718016,136.70550773676354,158.88048010200959,153.58772510480935,48.89423513647792,136.68238052424906,158.89149943004645,153.57939112341631,49.00544193277836,136.6307069214395,158.81323310493786,152.6993623981841,49.14888630600099,136.57416391578195,158.6889746499888,152.32703777730404,49.20747801873916,136.2307562348916,158.949147920032,151.94256173448548,49.3610741833915,135.75416872203908,159.1354613265286,152.3785312414535,49.72783991511731,135.63786062518798,159.01729888992546,151.99482152104142,49.33491627108224,135.33931147550675,158.34412519814813,151.45582361995264,48.85037215338147,135.41803986603455,158.2117012600604,152.49959620453924,49.02631460754547,134.77720841557877,158.41142194179628,150.70009917865258,47.53001947434311,134.76122123114772,157.88493531130888,153.92212866046071,50.32160064017692,134.44017760214004,156.91630060891328,155.3195904619739,51.16244996025227,134.29411436774808,156.54218399249368,149.91506842778003,47.07986597019001,134.98583700223026,157.00070661708898,150.03419936497914,46.825432824949516,135.11909791093078,157.2354793549146,147.89462356573128,47.74211375604143,134.85181603061073,157.2022932590525,148.02248131825115,52.551115232093544,134.138755031683,156.36504177841388,145.65073601787304,51.599442026565924,135.112432573205,156.744226082997,145.64881693889356,50.458387935784906,134.87751236010732,156.02293750828701,148.35322905186865,52.274040843604524,135.68570876323264,155.9091258394063,145.24103701712937,49.79351670373398,137.02950549261868,156.44604266512536,143.05811912381304,48.77771350890832,137.23903957366923,156.5417285558389,139.22900238590725,46.12066213670737,136.41324704514517,155.4479227991803,139.07377155881997,28.973143358052663,136.88355117129183,154.52674757811516,147.39556984601313,39.3530219246898,137.86701928773215,155.58314633847974
10.mp4,hips too high,6,150.70009917865258,47.53001947434311,134.76122123114772,157.88493531130888,153.92212866046071,50.32160064017692,134.44017760214004,156.91630060891328,155.3195904619739,51.16244996025227,134.29411436774808,156.54218399249368,149.91506842778003,47.07986597019001,134.98583700223026,157.00070661708898,150.03419936497914,46.825432824949516,135.11909791093078,157.2354793549146,147.89462356573128,47.74211375604143,134.85181603061073,157.2022932590525,148.02248131825115,52.551115232093544,134.138755031683,156.36504177841388,145.65073601787304,51.599442026565924,135.112432573205,156.744226082997,145.64881693889356,50.458387935784906,134.87751236010732,156.02293750828701,148.35322905186865,52.274040843604524,135.68570876323264,155.9091258394063,145.24103701712937,49.79351670373398,137.02950549261868,156.44604266512536,143.05811912381304,48.77771350890832,137.23903957366923,156.5417285558389,139.22900238590725,46.12066213670737,136.41324704514517,155.4479227991803,139.07377155881997,28.973143358052663,136.88355117129183,154.52674757811516,147.39556984601313,39.3530219246898,137.86701928773215,155.58314633847974,142.08209948103655,34.40458342684894,137.70317131003924,156.89385520577756,136.64523805595374,27.269681206678495,137.9620198694014,157.04460663492412,118.82384833163343,29.79901405793464,136.8360239061748,155.37952170395977,113.35482361676468,18.697248667269015,140.09700779310154,155.07296155983042,116.61433442916316,8.641910790204985,141.6508501894603,154.17279445404216,98.75968782973719,20.22620121280382,139.80092534306135,153.6418057927555,93.1435264166254,16.39423870942795,141.45925974042032,155.27948731643343,95.59636071636089,18.83251132029326,142.73467780973934,157.8273466283569,93.96671318067774,19.719907216719314,142.40275699624007,157.42951182430338,99.99382988636586,20.788272517606107,142.07955873014043,156.26742019489492,95.5865745745507,13.495568406426118,141.6081776537476,154.40397537243632,92.62320595494683,13.07075364131346,143.01579348605858,155.3335069886517,92.94105696094158,15.553032701607094,141.30015277106043,155.99473738987277,81.34952119374968,7.606515922644405,140.8988833987206,155.96681921058718,80.23578779557761,1.9828179528113878,142.79591636084172,155.413218122096
