clip,clasa,window_id,umar_y_cadru_0,sold_y_cadru_0,unghi_cot_cadru_0,umar_y_cadru_1,sold_y_cadru_1,unghi_cot_cadru_1,umar_y_cadru_2,sold_y_cadru_2,unghi_cot_cadru_2,umar_y_cadru_3,sold_y_cadru_3,unghi_cot_cadru_3,umar_y_cadru_4,sold_y_cadru_4,unghi_cot_cadru_4,umar_y_cadru_5,sold_y_cadru_5,unghi_cot_cadru_5,umar_y_cadru_6,sold_y_cadru_6,unghi_cot_cadru_6,umar_y_cadru_7,sold_y_cadru_7,unghi_cot_cadru_7,umar_y_cadru_8,sold_y_cadru_8,unghi_cot_cadru_8,umar_y_cadru_9,sold_y_cadru_9,unghi_cot_cadru_9,umar_y_cadru_10,sold_y_cadru_10,unghi_cot_cadru_10,umar_y_cadru_11,sold_y_cadru_11,unghi_cot_cadru_11,umar_y_cadru_12,sold_y_cadru_12,unghi_cot_cadru_12,umar_y_cadru_13,sold_y_cadru_13,unghi_cot_cadru_13,umar_y_cadru_14,sold_y_cadru_14,unghi_cot_cadru_14,umar_y_cadru_15,sold_y_cadru_15,unghi_cot_cadru_15,umar_y_cadru_16,sold_y_cadru_16,unghi_cot_cadru_16,umar_y_cadru_17,sold_y_cadru_17,unghi_cot_cadru_17,umar_y_cadru_18,sold_y_cadru_18,unghi_cot_cadru_18,umar_y_cadru_19,sold_y_cadru_19,unghi_cot_cadru_19,umar_y_cadru_20,sold_y_cadru_20,unghi_cot_cadru_20,umar_y_cadru_21,sold_y_cadru_21,unghi_cot_cadru_21,umar_y_cadru_22,sold_y_cadru_22,unghi_cot_cadru_22,umar_y_cadru_23,sold_y_cadru_23,unghi_cot_cadru_23,umar_y_cadru_24,sold_y_cadru_24,unghi_cot_cadru_24,umar_y_cadru_25,sold_y_cadru_25,unghi_cot_cadru_25,umar_y_cadru_26,sold_y_cadru_26,unghi_cot_cadru_26,umar_y_cadru_27,sold_y_cadru_27,unghi_cot_cadru_27,umar_y_cadru_28,sold_y_cadru_28,unghi_cot_cadru_28,umar_y_cadru_29,sold_y_cadru_29,unghi_cot_cadru_29
1.mp4,hips too high,0,0.36112385988235474,0.2494814693927765,171.69478660599592,0.3570871949195862,0.2748631536960602,172.24031694821176,0.357042521238327,0.2943757176399231,172.58536736141085,0.35522112250328064,0.3021850287914276,171.93944245519899,0.355021595954895,0.3050282299518585,171.44767337236271,0.3549078106880188,0.3095908761024475,170.53856448035668,0.3587166368961334,0.31841787695884705,169.75577480262757,0.3636740744113922,0.33045414090156555,169.40513112467664,0.3727157711982727,0.3475002944469452,168.44937395571398,0.3843124806880951,0.3530440330505371,167.9266189439814,0.3957020938396454,0.36122792959213257,167.01014636099563,0.4077364504337311,0.37078535556793213,165.74526275871355,0.42100533843040466,0.3794046640396118,163.59121911875846,0.4401179850101471,0.39083507657051086,159.68249406506334,0.4618638753890991,0.4027598798274994,155.892652862659,0.4608931541442871,0.41394495964050293,150.9956888794732,0.48327603936195374,0.42612043023109436,147.47297810799822,0.4877075254917145,0.4357471168041229,145.60553753710394,0.5023745894432068,0.4440911114215851,143.17181222325442,0.5202862024307251,0.46155276894569397,140.02087681134697,0.5239357352256775,0.46495428681373596,136.4984244712579,0.537687361240387,0.4680038094520569,130.73461251619284,0.541059136390686,0.47286903858184814,129.02492981377267,0.5425599217414856,0.47440698742866516,125.01080052153287,0.5529648661613464,0.4811040163040161,119.75429734518669,0.5635159611701965,0.48850733041763306,110.35784210007068,0.5612088441848755,0.48888158798217773,106.59526110911558,0.5680965781211853,0.49705374240875244,102.5820096713409,0.574817955493927,0.5001807808876038,97.73174746817075,0.569835901260376,0.4968765676021576,98.2925528184988
1.mp4,hips too high,1,0.4608931541442871,0.41394495964050293,150.9956888794732,0.48327603936195374,0.42612043023109436,147.47297810799822,0.4877075254917145,0.4357471168041229,145.60553753710394,0.5023745894432068,0.4440911114215851,143.17181222325442,0.5202862024307251,0.46155276894569397,140.02087681134697,0.5239357352256775,0.46495428681373596,136.4984244712579,0.537687361240387,0.4680038094520569,130.73461251619284,0.541059136390686,0.47286903858184814,129.02492981377267,0.5425599217414856,0.47440698742866516,125.01080052153287,0.5529648661613464,0.4811040163040161,119.75429734518669,0.5635159611701965,0.48850733041763306,110.35784210007068,0.5612088441848755,0.48888158798217773,106.59526110911558,0.5680965781211853,0.49705374240875244,102.5820096713409,0.574817955493927,0.5001807808876038,97.73174746817075,0.569835901260376,0.4968765676021576,98.2925528184988,0.5666437149047852,0.4937517046928406,96.51866886688815,0.5639864206314087,0.4918389618396759,97.98153576379639,0.5583394169807434,0.4865230619907379,102.11939837803665,0.5533148050308228,0.48197633028030396,105.85887413581055,0.5439813137054443,0.4763503968715668,116.20873616214476,0.5405746102333069,0.46848514676094055,122.59902381239633,0.5210262537002563,0.4615233242511749,131.4439335848489,0.5083656907081604,0.4381103515625,136.80521611701928,0.4866461455821991,0.4200892150402069,142.52955930893228,0.46850818395614624,0.3982335031032562,147.38883950292114,0.4524855315685272,0.39945390820503235,149.73985628806284,0.43125101923942566,0.3922918140888214,153.16950363160706,0.42646652460098267,0.39004454016685486,155.15571499256717,0.4167232811450958,0.3882632255554199,158.2629217768347,0.40436863899230957,0.3793681263923645,160.85390184802677
1.mp4,hips too high,2,0.5666437149047852,0.4937517046928406,96.51866886688815,0.5639864206314087,0.4918389618396759,97.98153576379639,0.5583394169807434,0.4865230619907379,102.11939837803665,0.5533148050308228,0.48197633028030396,105.85887413581055,0.5439813137054443,0.4763503968715668,116.20873616214476,0.5405746102333069,0.46848514676094055,122.59902381239633,0.5210262537002563,0.4615233242511749,131.4439335848489,0.5083656907081604,0.4381103515625,136.80521611701928,0.4866461455821991,0.4200892150402069,142.52955930893228,0.46850818395614624,0.3982335031032562,147.38883950292114,0.4524855315685272,0.39945390820503235,149.73985628806284,0.43125101923942566,0.3922918140888214,153.16950363160706,0.42646652460098267,0.39004454016685486,155.15571499256717,0.4167232811450958,0.3882632255554199,158.2629217768347,0.40436863899230957,0.3793681263923645,160.85390184802677,0.38599738478660583,0.3640826344490051,163.1043804914139,0.372940331697464,0.3547380268573761,165.29805341267425,0.35552361607551575,0.3480227291584015,168.08234868493923,0.3393775224685669,0.34541022777557373,170.03029941206222,0.33646726608276367,0.33979544043540955,170.91984327038935,0.333656907081604,0.33721214532852173,171.5994321939343,0.33692315220832825,0.3334977626800537,171.87127810272588,0.34097668528556824,0.3335375189781189,172.12557393680396,0.34566646814346313,0.3348022401332855,173.68566203705763,0.34622809290885925,0.33142948150634766,173.86042558738103,0.3469722867012024,0.3316367268562317,173.6873861772671,0.3453497290611267,0.33063143491744995,173.538414387399,0.3431541323661804,0.3293939232826233,173.43195185004316,0.34143102169036865,0.3295750319957733,173.37056434463221,0.34038224816322327,0.3299398720264435,173.25426933657874
10.mp4,hips too high,0,0.33690938353538513,0.36255934834480286,149.7199448672368,0.3510209321975708,0.38232964277267456,154.79287996769466,0.34787067770957947,0.3786175847053528,151.5635101145816,0.3479970097541809,0.3740040361881256,153.08261824675085,0.3486524522304535,0.37307339906692505,157.41364353253408,0.35531941056251526,0.38071030378341675,158.23795720431784,0.3535068929195404,0.38006284832954407,159.13236995737833,0.3535553216934204,0.37980514764785767,152.98321563954212,0.3537429869174957,0.37868404388427734,154.38201123734842,0.35672909021377563,0.3799760043621063,157.2683568760932,0.35429733991622925,0.37892597913742065,155.22277822251135,0.35347872972488403,0.37900257110595703,151.89423910518877,0.35243090987205505,0.3786074221134186,149.2586841146807,0.3533111810684204,0.37788695096969604,148.9869329829843,0.3540404438972473,0.378805011510849,148.8208857785098,0.354240357875824,0.37973570823669434,147.43057684898145,0.356075257062912,0.3825131952762604,147.9554071412977,0.35720357298851013,0.38296982645988464,148.1516133208167,0.35828933119773865,0.3837786018848419,149.07415396389268,0.3603013753890991,0.38496148586273193,148.82547064033113,0.36122292280197144,0.38485223054885864,148.72512587109455,0.3613186776638031,0.38479024171829224,149.25195673714666,0.35999980568885803,0.38475918769836426,146.48332180319628,0.3588649034500122,0.38465991616249084,144.20984949494854,0.3565104603767395,0.3844619691371918,143.21050159330545,0.3543175458908081,0.3842560946941376,142.5445273888345,0.3527170717716217,0.3841879665851593,143.22909169903866,0.3519963026046753,0.38333940505981445,143.77437695837807,0.351786345243454,0.38300034403800964,144.17715849233645,0.3515178859233856,0.38308820128440857,144.6495376100322
10.mp4,hips too high,1,0.354240357875824,0.37973570823669434,147.43057684898145,0.356075257062912,0.3825131952762604,147.9554071412977,0.35720357298851013,0.38296982645988464,148.1516133208167,0.35828933119773865,0.3837786018848419,149.07415396389268,0.3603013753890991,0.38496148586273193,148.82547064033113,0.36122292280197144,0.38485223054885864,148.72512587109455,0.3613186776638031,0.38479024171829224,149.25195673714666,0.35999980568885803,0.38475918769836426,146.48332180319628,0.3588649034500122,0.38465991616249084,144.20984949494854,0.3565104603767395,0.3844619691371918,143.21050159330545,0.3543175458908081,0.3842560946941376,142.5445273888345,0.3527170717716217,0.3841879665851593,143.22909169903866,0.3519963026046753,0.38333940505981445,143.77437695837807,0.351786345243454,0.38300034403800964,144.17715849233645,0.3515178859233856,0.38308820128440857,144.6495376100322,0.3514956533908844,0.3833630084991455,145.0405777312601,0.351495623588562,0.3841530382633209,145.506764145997,0.35152584314346313,0.3846975266933441,145.74842760478757,0.35161224007606506,0.38572779297828674,145.9378028560016,0.35181623697280884,0.3859507739543915,148.33777243665617,0.3517964780330658,0.38595446944236755,150.43639926967498,0.3518865406513214,0.38587450981140137,151.8988358290917,0.3518897593021393,0.38575100898742676,151.75226274438063,0.3520527780056,0.3857364356517792,152.45558333452544,0.3524538278579712,0.38594624400138855,152.7981640413938,0.3524661064147949,0.38593822717666626,152.85448606405438,0.35236769914627075,0.3858390152454376,152.58167313596888,0.3523706793785095,0.3857988119125366,152.32326646902092,0.35258859395980835,0.3859391212463379,152.45345114609984,0.35335952043533325,0.3862588405609131,152.8025376561824
10.mp4,hips too high,2,0.3514956533908844,0.3833630084991455,145.0405777312601,0.351495623588562,0.3841530382633209,145.506764145997,0.35152584314346313,0.3846975266933441,145.74842760478757,0.35161224007606506,0.38572779297828674,145.9378028560016,0.35181623697280884,0.3859507739543915,148.33777243665617,0.3517964780330658,0.38595446944236755,150.43639926967498,0.3518865406513214,0.38587450981140137,151.8988358290917,0.3518897593021393,0.38575100898742676,151.75226274438063,0.3520527780056,0.3857364356517792,152.45558333452544,0.3524538278579712,0.38594624400138855,152.7981640413938,0.3524661064147949,0.38593822717666626,152.85448606405438,0.35236769914627075,0.3858390152454376,152.58167313596888,0.3523706793785095,0.3857988119125366,152.32326646902092,0.35258859395980835,0.3859391212463379,152.45345114609984,0.35335952043533325,0.3862588405609131,152.8025376561824,0.3537243902683258,0.38630279898643494,152.5069321771158,0.3548414409160614,0.38703879714012146,152.8883499493725,0.35498806834220886,0.3873940408229828,152.8874577909222,0.3549897372722626,0.38738366961479187,154.35672588834578,0.3550018072128296,0.38710924983024597,155.29999270091687,0.35551711916923523,0.3869335651397705,157.34574987480505,0.3570370078086853,0.38700297474861145,160.41491265108178,0.3571162819862366,0.38700446486473083,161.6381965142831,0.3580435514450073,0.3870050013065338,162.22740548329395,0.3588525354862213,0.38701319694519043,162.3598136138009,0.358824759721756,0.3868328630924225,162.12495377144145,0.3582489490509033,0.3864747881889343,160.29226225796742,0.3581957221031189,0.38641348481178284,159.4224521800426,0.358163982629776,0.3862967789173126,157.77481641265058,0.3580893576145172,0.385935515165329,156.62104894473316
10.mp4,hips too high,3,0.3537243902683258,0.38630279898643494,152.5069321771158,0.3548414409160614,0.38703879714012146,152.8883499493725,0.35498806834220886,0.3873940408229828,152.8874577909222,0.3549897372722626,0.38738366961479187,154.35672588834578,0.3550018072128296,0.38710924983024597,155.29999270091687,0.35551711916923523,0.3869335651397705,157.34574987480505,0.3570370078086853,0.38700297474861145,160.41491265108178,0.3571162819862366,0.38700446486473083,161.6381965142831,0.3580435514450073,0.3870050013065338,162.22740548329395,0.3588525354862213,0.38701319694519043,162.3598136138009,0.358824759721756,0.3868328630924225,162.12495377144145,0.3582489490509033,0.3864747881889343,160.29226225796742,0.3581957221031189,0.38641348481178284,159.4224521800426,0.358163982629776,0.3862967789173126,157.77481641265058,0.3580893576145172,0.385935515165329,156.62104894473316,0.3580531179904938,0.38586559891700745,155.69415243270356,0.35791561007499695,0.3858576714992523,155.39988497710954,0.35717064142227173,0.3861125707626343,153.1884802267743,0.3571658134460449,0.3872654438018799,149.40599075851804,0.35716933012008667,0.3893328011035919,149.04768366721052,0.35703685879707336,0.39001381397247314,147.21565012467246,0.3560716509819031,0.3902541995048523,148.56860331624023,0.35563310980796814,0.39039137959480286,150.42741341037384,0.35565313696861267,0.3905423581600189,149.7496302934987,0.3555702567100525,0.3905414342880249,149.03970617422627,0.3546954095363617,0.39032259583473206,150.5429323203016,0.3545263707637787,0.3903992176055908,151.07347600664454,0.35448724031448364,0.3905913829803467,151.0844245045352,0.3548680245876312,0.3906448483467102,153.5023210079599,0.3554074466228485,0.39103955030441284,151.31820117572423
10.mp4,hips too high,4,0.3580531179904938,0.38586559891700745,155.69415243270356,0.35791561007499695,0.3858576714992523,155.39988497710954,0.35717064142227173,0.3861125707626343,153.1884802267743,0.3571658134460449,0.3872654438018799,149.40599075851804,0.35716933012008667,0.3893328011035919,149.04768366721052,0.35703685879707336,0.39001381397247314,147.21565012467246,0.3560716509819031,0.3902541995048523,148.56860331624023,0.35563310980796814,0.39039137959480286,150.42741341037384,0.35565313696861267,0.3905423581600189,149.7496302934987,0.3555702567100525,0.3905414342880249,149.03970617422627,0.3546954095363617,0.39032259583473206,150.5429323203016,0.3545263707637787,0.3903992176055908,151.07347600664454,0.35448724031448364,0.3905913829803467,151.0844245045352,0.3548680245876312,0.3906448483467102,153.5023210079599,0.3554074466228485,0.39103955030441284,151.31820117572423,0.35470250248908997,0.3897634446620941,149.98076222132275,0.35299670696258545,0.3890523910522461,149.07645104476677,0.3524148166179657,0.38793453574180603,150.73785952013256,0.3520466089248657,0.3878636658191681,151.80760127977615,0.35203617811203003,0.38825100660324097,152.55981234642536,0.35187050700187683,0.3882531225681305,152.81915280850245,0.35217779874801636,0.38825666904449463,153.58772510480935,0.3523176908493042,0.38830503821372986,153.57939112341631,0.35285452008247375,0.38871973752975464,152.6993623981841,0.3537020683288574,0.38873180747032166,152.32703777730404,0.3547884523868561,0.38864243030548096,151.94256173448548,0.35485199093818665,0.3884119689464569,152.3785312414535,0.35553354024887085,0.3888256251811981,151.99482152104142,0.3578205108642578,0.39068135619163513,151.45582361995264,0.36277276277542114,0.3923127055168152,152.49959620453924
10.mp4,hips too high,5,0.35470250248908997,0.3897634446620941,149.98076222132275,0.35299670696258545,0.3890523910522461,149.07645104476677,0.3524148166179657,0.38793453574180603,150.73785952013256,0.3520466089248657,0.3878636658191681,151.80760127977615,0.35203617811203003,0.38825100660324097,152.55981234642536,0.35187050700187683,0.3882531225681305,152.81915280850245,0.35217779874801636,0.38825666904449463,153.58772510480935,0.3523176908493042,0.38830503821372986,153.57939112341631,0.35285452008247375,0.38871973752975464,152.6993623981841,0.3537020683288574,0.38873180747032166,152.32703777730404,0.3547884523868561,0.38864243030548096,151.94256173448548,0.35485199093818665,0.3884119689464569,152.3785312414535,0.35553354024887085,0.3888256251811981,151.99482152104142,0.3578205108642578,0.39068135619163513,151.45582361995264,0.36277276277542114,0.3923127055168152,152.49959620453924,0.36671578884124756,0.39546260237693787,150.70009917865258,0.370329886674881,0.3972095847129822,153.92212866046071,0.37011468410491943,0.3971368074417114,155.3195904619739,0.37316569685935974,0.4005688428878784,149.91506842778003,0.3730359673500061,0.40040352940559387,150.03419936497914,0.37716591358184814,0.4041701555252075,147.89462356573128,0.3824627697467804,0.4070415198802948,148.02248131825115,0.3878991901874542,0.4124816656112671,145.65073601787304,0.3942817747592926,0.4164266288280487,145.64881693889356,0.40532588958740234,0.4260546863079071,148.35322905186865,0.4160683751106262,0.4366558790206909,145.24103701712937,0.43081632256507874,0.44745734333992004,143.05811912381304,0.4383675158023834,0.45014724135398865,139.22900238590725,0.43890607357025146,0.4521193504333496,139.07377155881997,0.4554886221885681,0.46489930152893066,147.39556984601313
10.mp4,hips too high,6,0.36671578884124756,0.39546260237693787,150.70009917865258,0.370329886674881,0.3972095847129822,153.92212866046071,0.37011468410491943,0.3971368074417114,155.3195904619739,0.37316569685935974,0.4005688428878784,149.91506842778003,0.3730359673500061,0.40040352940559387,150.03419936497914,0.37716591358184814,0.4041701555252075,147.89462356573128,0.3824627697467804,0.4070415198802948,148.02248131825115,0.3878991901874542,0.4124816656112671,145.65073601787304,0.3942817747592926,0.4164266288280487,145.64881693889356,0.40532588958740234,0.4260546863079071,148.35322905186865,0.4160683751106262,0.4366558790206909,145.24103701712937,0.43081632256507874,0.44745734333992004,143.05811912381304,0.4383675158023834,0.45014724135398865,139.22900238590725,0.43890607357025146,0.4521193504333496,139.07377155881997,0.4554886221885681,0.46489930152893066,147.39556984601313,0.4692099392414093,0.473274290561676,142.08209948103655,0.4841943085193634,0.4856158494949341,136.64523805595374,0.4996558427810669,0.4964340031147003,118.82384833163343,0.5078104734420776,0.5114136934280396,113.35482361676468,0.5116672515869141,0.5190863609313965,116.61433442916316,0.5241968035697937,0.5247369408607483,98.75968782973719,0.5265376567840576,0.5298202037811279,93.1435264166254,0.5283312201499939,0.5312849283218384,95.59636071636089,0.5342046022415161,0.5349966287612915,93.96671318067774,0.5349302887916565,0.5361030101776123,99.99382988636586,0.5423226356506348,0.5424936413764954,95.5865745745507,0.5490826964378357,0.5501067638397217,92.62320595494683,0.557134211063385,0.5512776374816895,92.94105696094158,0.5644192099571228,0.5550706386566162,81.34952119374968,0.5676994919776917,0.5624303817749023,80.23578779557761
